,HoursActual,HoursEstimate,HoursPredict
6816,4.0,3.0,1.444011462900371
6817,4.0,3.0,1.444011462900371
6818,0.5,1.0,0.7830138067570276
6819,2.0,2.0,1.1648629314888959
6820,2.0,2.0,1.1648629314888959
6821,1.0,2.0,1.1648629314888959
6822,3.0,3.0,1.444011462900371
6823,3.5,7.0,2.1935617359128408
6824,6.8,7.0,1.8874081916314596
6825,6.8,7.0,1.8874081916314596
6826,0.5,0.5,0.9879776169435526
6827,28.0,30.0,3.1864473351584923
6828,28.0,30.0,3.1864473351584923
6829,2.0,2.0,1.1492629477126635
6830,2.5,3.5,1.4645776324447375
6831,2.0,2.0,1.1492629477126635
6832,2.0,4.0,1.641533168740134
6833,3.75,2.0,1.1648629314888959
6834,3.75,2.0,1.1648629314888959
6835,1.75,1.75,1.2978309749100647
6836,6.25,7.0,1.9993656709248866
6837,47.75,7.0,2.1935617359128408
6838,47.75,7.0,2.1935617359128408
6839,47.75,7.0,2.1935617359128408
6840,19.25,30.0,3.2040108091196697
6841,0.5,0.5,0.4573019907003483
6842,54.6,35.0,3.255977218541605
6843,54.6,35.0,3.255977218541605
6844,2.5,2.5,1.4196869563844403
6845,21.75,21.0,3.027468095678443
6846,21.75,21.0,3.027468095678443
6847,1.5,10.0,2.3041812628493594
6848,1.75,1.0,1.07726178141065
6849,1.75,1.0,1.07726178141065
6850,1.5,2.0,1.1648629314888959
6851,5.0,1.0,1.1915094157333956
6852,5.0,1.0,1.1915094157333956
6853,5.0,1.0,1.1915094157333956
6854,5.0,1.0,1.1915094157333956
6855,5.0,1.0,1.1915094157333956
6856,4.0,1.0,1.2026954265503567
6857,4.0,1.0,1.2026954265503567
6858,4.0,1.0,1.2026954265503567
6859,4.0,1.0,1.2026954265503567
6860,31.0,28.0,3.115919411378184
6861,31.0,28.0,3.115919411378184
6862,1.5,1.5,1.3187994355141979
6863,0.25,0.25,0.25124523779931296
6864,1.75,7.0,1.9700872780985212
6865,0.25,7.0,1.9700872780985212
6866,0.5,1.0,0.759163486829235
6867,14.0,7.0,2.1388470152840986
6868,14.0,7.0,2.1388470152840986
6869,1.75,1.75,1.028963807749495
6870,2.5,2.5,1.4196869563844403
6871,85.0,37.0,3.2090316604287334
6872,0.5,1.0,0.7700883866583077
6873,7.5,7.5,1.9477803205486006
6874,0.5,0.5,0.6624020944743632
6875,0.75,1.0,0.7602118147070979
6876,11.25,7.0,2.1164997474774103
6877,11.25,7.0,2.1164997474774103
6878,0.5,2.0,1.1492629477126635
6879,0.5,0.5,0.5685424142311842
6880,3.5,4.0,1.641533168740134
6881,17.0,21.0,3.0343455863848874
6882,17.0,21.0,3.0343455863848874
6883,17.0,21.0,3.0343455863848874
6884,7.25,3.5,1.455577995951743
6885,7.25,3.5,1.455577995951743
6886,7.75,3.5,1.455577995951743
6887,7.75,3.5,1.455577995951743
6888,30.61,30.0,3.1864473351584923
6889,32.18,35.0,3.1838651067586357
6890,1.25,1.0,0.826605299719946
6891,24.25,20.0,2.730215575831844
6892,0.5,0.5,0.4598189460227821
6893,6.0,1.5,1.028963807749495
6894,6.0,1.5,1.028963807749495
6895,0.5,0.5,0.9483321875631572
6896,7.0,7.0,2.1935617359128408
6897,1.25,2.0,1.1542793717697162
6898,0.33,0.5,0.4598189460227821
6899,5.5,7.0,2.1388470152840986
6900,1.0,1.0,0.826605299719946
6901,0.33,0.5,0.4598189460227821
6902,1.0,1.0,0.7602118147070979
6903,9.25,7.0,2.1388470152840986
6904,20.0,5.0,2.0138120678291163
6905,20.0,5.0,2.0138120678291163
6906,20.0,5.0,2.0138120678291163
6907,20.0,5.0,2.0138120678291163
6908,1.0,2.5,1.4196869563844403
6909,13.0,14.0,2.659242972097552
6910,2.0,2.0,1.1648629314888959
6911,2.5,2.5,1.4196869563844403
6912,1.75,2.0,1.1492629477126635
6913,13.5,7.0,2.1388470152840986
6914,13.5,7.0,2.1388470152840986
6915,10.25,7.0,2.1935617359128408
6916,3.5,3.5,1.6458119389263972
6917,2.5,7.0,2.1164997474774103
6918,6.0,1.0,0.7700883866583077
6919,12.15,14.0,2.5737780110608752
6920,12.15,14.0,2.5737780110608752
6921,12.15,14.0,2.5737780110608752
6922,6.0,1.0,1.6702791870204556
6923,6.0,1.0,1.6702791870204556
6924,6.0,1.0,1.6702791870204556
6925,6.0,1.0,1.6702791870204556
6926,6.0,1.0,1.6702791870204556
6927,6.0,1.0,1.6702791870204556
6928,1.5,1.0,0.7700883866583077
6929,2.33,3.0,1.444011462900371
6930,2.33,3.0,1.444011462900371
6931,1.0,1.25,0.7700883866583077
6932,1.75,1.0,0.759163486829235
6933,4.5,5.0,1.7299864435810453
6934,1.0,1.0,1.0949964482594567
6935,3.0,3.0,1.4530110993933656
6936,1.0,1.0,0.7700883866583077
6937,7.0,7.0,1.9993656709248866
6938,2.5,2.5,1.4196869563844403
6939,7.0,10.0,2.2429687128847915
6940,2.0,2.0,1.1648629314888959
6941,18.25,30.0,3.210217590558148
6942,9.5,7.0,2.1388470152840986
6943,9.5,7.0,2.1388470152840986
6944,0.5,0.5,0.4598189460227821
6945,7.16,3.0,1.444011462900371
6946,7.16,3.0,1.444011462900371
6947,7.16,3.0,1.444011462900371
6948,5.5,5.0,1.949704530607107
6949,27.5,50.0,3.268087009828847
6950,27.5,50.0,3.268087009828847
6951,8.5,5.0,1.9351638509472742
6952,8.5,5.0,1.9351638509472742
6953,2.0,1.0,0.8189392644445461
6954,2.0,1.0,0.8189392644445461
6955,1.0,1.0,0.7602118147070979
6956,6.0,7.0,2.1388470152840986
6957,3.5,3.5,1.455577995951743
6958,1.0,5.0,1.8972199794636855
6959,5.0,3.5,1.6330808539492567
6960,5.0,3.5,1.6330808539492567
6961,7.72,2.5,1.4196869563844403
6962,7.72,2.5,1.4196869563844403
6963,7.72,2.5,1.4196869563844403
6964,7.72,2.5,1.4196869563844403
6965,0.75,0.75,0.7447708208280488
6966,0.75,0.75,1.0601003253152292
6967,1.25,1.0,0.759163486829235
6968,2.0,2.0,1.1648629314888959
6969,2.0,2.0,1.1542793717697162
6970,3.0,1.0,0.8189392644445461
6971,1.75,7.0,1.867606172780934
6972,1.0,1.0,0.7602118147070979
6973,13.25,3.0,1.444011462900371
6974,1.5,2.0,1.1492629477126635
6975,5.5,2.0,1.1598465074318431
6976,5.5,2.0,1.1598465074318431
6977,4.24,3.5,1.455577995951743
6978,1.75,2.0,1.1648629314888959
6979,2.0,2.0,1.1598465074318431
6980,0.5,0.5,0.4598189460227821
6981,7.0,7.0,1.9993656709248866
6982,0.55,1.0,0.7602118147070979
6983,0.6,1.0,0.7602118147070979
6984,0.5,0.5,0.4598189460227821
6985,14.75,7.0,2.1388470152840986
6986,14.75,7.0,2.1388470152840986
6987,0.5,0.5,0.4598189460227821
6988,1.0,1.0,0.8189392644445461
6989,3.0,1.0,0.7589826692373695
6990,3.5,3.0,1.444011462900371
6991,1.0,1.0,0.7700883866583077
6992,1.25,7.0,1.870694700516895
6993,1.0,1.0,0.7602118147070979
6994,1.0,1.0,0.8189392644445461
6995,2.5,2.0,1.1598465074318431
6996,13.75,7.0,2.1935617359128408
6997,13.75,7.0,2.1935617359128408
6998,0.75,1.0,0.7700883866583077
6999,1.25,3.5,1.455577995951743
7000,0.1,0.1,0.15842157548963115
7001,0.5,0.5,0.4598189460227821
7002,0.1,0.1,0.15842157548963115
7003,0.65,1.0,0.7602118147070979
7004,2.44,2.0,1.1648629314888959
7005,2.44,2.0,1.1648629314888959
7006,1.0,1.0,0.7700883866583077
7007,7.0,7.0,1.9993656709248866
7008,2.85,14.0,2.633592519546751
7009,7.5,7.5,2.1388470152840986
7010,1.5,3.0,1.444011462900371
7011,1.0,1.0,0.7602118147070979
7012,4.5,7.0,2.2373105356550558
7013,1.5,1.5,1.0133638239732627
7014,1.0,0.5,0.5411783351914901
7015,0.75,0.75,0.7546473927792586
7016,2.0,2.0,1.1648629314888959
7017,60.25,49.0,3.1838651067586357
7018,0.1,0.1,0.15842157548963115
7019,2.0,2.0,1.1648629314888959
7020,3.0,3.0,1.444011462900371
7021,2.0,2.0,1.1492629477126635
7022,4.0,7.0,2.2373105356550558
7023,1.5,1.5,1.028963807749495
7024,1.0,1.0,0.7700883866583077
7025,1.0,1.0,0.7700883866583077
7026,1.25,1.0,0.759163486829235
7027,15.25,12.0,2.4830759443336117
7028,15.25,12.0,2.4830759443336117
7029,15.25,12.0,2.4830759443336117
7030,15.25,12.0,2.4830759443336117
7031,15.25,12.0,2.4830759443336117
7032,26.35,30.0,3.190179559524456
7033,26.35,30.0,3.190179559524456
7034,26.35,30.0,3.190179559524456
7035,26.35,30.0,3.190179559524456
7036,26.35,30.0,3.190179559524456
7037,11.5,7.0,2.1388470152840986
7038,11.5,7.0,2.1388470152840986
7039,2.0,2.0,1.1492629477126635
7040,11.0,1.5,1.585091216960748
7041,11.0,1.5,1.585091216960748
7042,11.0,1.5,1.585091216960748
7043,11.0,1.5,1.585091216960748
7044,11.0,1.5,1.585091216960748
7045,11.0,1.5,1.585091216960748
7046,0.75,1.0,0.7700883866583077
7047,3.0,4.0,1.641533168740134
7048,2.0,2.0,1.1598465074318431
7049,1.5,1.5,1.028963807749495
7050,5.0,5.0,2.0138120678291163
7051,0.5,0.5,0.4598189460227821
7052,2.5,2.5,1.4196869563844403
7053,1.0,1.0,0.7602118147070979
7054,0.75,1.0,0.7602118147070979
7055,0.75,5.0,1.949704530607107
7056,10.0,3.0,1.4530110993933656
7057,10.0,3.0,1.4530110993933656
7058,10.0,3.0,1.4530110993933656
7059,10.0,3.0,1.4530110993933656
7060,1.0,1.0,0.7700883866583077
7061,1.5,1.5,1.0133638239732627
7062,1.75,1.75,1.0133638239732627
7063,3.5,3.0,1.444011462900371
7064,2.5,2.0,1.1648629314888959
7065,7.0,1.5,2.3693450145304693
7066,7.0,1.5,2.3693450145304693
7067,7.0,1.5,2.3693450145304693
7068,7.0,1.5,2.3693450145304693
7069,7.0,1.5,2.3693450145304693
7070,7.0,1.5,2.3693450145304693
7071,7.0,1.5,2.3693450145304693
7072,25.5,35.0,3.2090316604287334
7073,8.0,1.5,1.585091216960748
7074,8.0,1.5,1.585091216960748
7075,8.0,1.5,1.585091216960748
7076,8.0,1.5,1.585091216960748
7077,8.0,1.5,1.585091216960748
7078,8.0,1.5,1.585091216960748
7079,27.4,30.0,3.16293885370085
7080,0.75,0.75,0.7437224929501858
7081,4.0,1.5,2.1102814245258603
7082,2.5,2.5,1.5849755584524863
7083,3.0,3.5,1.455577995951743
7084,34.2,7.0,2.0461392292737512
7085,7.0,7.0,1.9993656709248866
7086,35.3,48.0,3.1032927995949544
7087,0.5,0.5,0.5112064363285385
7088,11.0,7.0,2.0461392292737512
7089,1.75,2.0,1.1648629314888959
7090,1.5,2.0,1.1648629314888959
7091,1.0,1.0,0.8125780496672688
7092,0.75,0.5,0.4598189460227821
7093,0.5,4.0,1.641533168740134
7094,0.5,0.5,0.4598189460227821
7095,1.0,1.0,0.7700883866583077
7096,4.0,7.0,1.9700872780985212
7097,2.5,2.0,1.1598465074318431
7098,2.0,2.0,1.1542793717697162
7099,11.5,14.0,2.6330572673642783
7100,3.5,3.5,1.455577995951743
7101,1.0,0.5,0.4598189460227821
7102,1.0,0.5,0.4598189460227821
7103,6.25,7.0,1.867606172780934
7104,7.0,21.0,2.847389712986647
7105,0.5,1.0,0.7700883866583077
7106,18.0,14.0,2.671579193676412
7107,2.0,2.0,1.1542793717697162
7108,1.0,1.0,0.826605299719946
7109,13.5,14.0,2.6459287411256103
7110,13.5,14.0,2.6459287411256103
7111,0.83,1.0,0.7602118147070979
7112,0.83,1.0,0.7602118147070979
7113,1.5,1.5,1.0183802480303155
7114,8.5,14.0,2.671579193676412
7115,1.0,1.0,0.7602118147070979
7116,0.25,0.5,0.4598189460227821
7117,0.5,0.5,0.4598189460227821
7118,0.75,3.0,1.444011462900371
7119,4.0,2.0,1.1648629314888959
7120,2.0,3.0,1.444011462900371
7121,2.0,3.0,1.444011462900371
7122,0.5,0.5,0.4598189460227821
7123,16.0,4.0,1.6649231862093312
7124,1.5,7.0,1.9353218161423196
7125,0.25,0.25,0.25124523779931296
7126,1.5,1.5,1.0133638239732627
7127,4.5,5.0,1.949704530607107
7128,4.5,5.0,1.949704530607107
7129,7.0,7.0,1.9993656709248866
7130,4.5,7.0,2.2373105356550558
7131,4.5,7.0,2.2373105356550558
7132,1.0,1.0,0.7602118147070979
7133,4.5,3.5,1.455577995951743
7134,4.5,3.5,1.455577995951743
7135,0.75,0.75,0.7447708208280488
7136,5.5,4.0,1.6649231862093312
7137,0.5,0.5,0.4598189460227821
7138,0.75,1.0,0.7700883866583077
7139,5.0,7.0,1.9700872780985212
7140,1.0,1.0,0.7700883866583077
7141,0.5,0.75,0.7546473927792586
7142,2.0,2.0,1.1492629477126635
7143,1.5,2.5,1.4196869563844403
7144,0.75,2.0,1.1598465074318431
7145,2.0,2.0,1.1492629477126635
7146,13.0,4.0,1.641533168740134
7147,13.0,4.0,1.641533168740134
7148,13.0,4.0,1.641533168740134
7149,16.0,21.0,3.0633163542449973
7150,16.0,21.0,3.0633163542449973
7151,5.5,7.0,2.1388470152840986
7152,2.0,0.75,0.7546473927792586
7153,2.75,3.0,1.444011462900371
7154,100.25,14.0,3.6434498332500835
7155,100.25,14.0,3.6434498332500835
7156,100.25,14.0,3.6434498332500835
7157,100.25,14.0,3.6434498332500835
7158,100.25,14.0,3.6434498332500835
7159,0.5,1.0,0.7602118147070979
7160,0.5,0.5,0.4598189460227821
7161,11.75,35.0,3.1838651067586357
7162,3.5,7.0,2.1388470152840986
7163,0.25,0.25,0.25124523779931296
7164,43.95,30.0,3.1864473351584923
7165,0.25,0.25,0.25124523779931296
7166,1.5,0.5,0.4598189460227821
7167,1.5,1.0,1.2026954265503567
7168,1.5,1.0,1.2026954265503567
7169,1.75,3.0,1.4530110993933656
7170,10.0,20.0,2.730215575831844
7171,1.0,1.0,0.7688592411885794
7172,0.75,0.75,0.7437224929501858
7173,1.5,2.0,1.1492629477126635
7174,38.0,35.0,3.2090316604287334
7175,38.0,35.0,3.2090316604287334
7176,2.0,2.0,1.1648629314888959
7177,1.0,1.0,0.7602118147070979
7178,1.5,1.5,1.0239473836924422
7179,1.25,1.0,0.7700883866583077
7180,0.33,0.33,0.27302020671886884
7181,1.5,0.5,0.9413156593225112
7182,1.5,0.5,0.9413156593225112
7183,1.5,4.0,1.6560738483999666
7184,5.0,7.0,2.1388470152840986
7185,9.0,1.5,2.3693450145304693
7186,9.0,1.5,2.3693450145304693
7187,9.0,1.5,2.3693450145304693
7188,9.0,1.5,2.3693450145304693
7189,9.0,1.5,2.3693450145304693
7190,9.0,1.5,2.3693450145304693
7191,10.5,7.0,1.9700872780985212
7192,10.5,7.0,1.9700872780985212
7193,2.5,1.5,1.028963807749495
7194,2.5,1.5,1.028963807749495
7195,7.0,7.0,1.9993656709248866
7196,11.0,14.0,2.604606248898302
7197,11.0,14.0,2.604606248898302
7198,0.75,0.75,1.153342603084205
7199,0.75,1.0,0.7688592411885794
7200,2.5,2.5,1.4196869563844403
7201,8.0,11.5,2.413725594138554
7202,4.0,1.0,1.2026954265503567
7203,4.0,1.0,1.2026954265503567
7204,4.0,1.0,1.2026954265503567
7205,4.0,1.0,1.2026954265503567
7206,18.65,3.5,1.6458119389263972
7207,18.65,3.5,1.6458119389263972
7208,12.0,5.0,1.9351638509472742
7209,12.0,5.0,1.9351638509472742
7210,2.5,2.5,1.4196869563844403
7211,1.0,1.0,0.7602118147070979
7212,2.0,3.0,1.444011462900371
7213,1.0,0.5,0.4573019907003483
7214,1.0,1.0,0.8189392644445461
7215,3.0,14.0,2.598369264678398
7216,1.0,1.0,0.7700883866583077
7217,0.5,0.5,0.4598189460227821
7218,1.0,1.0,0.7700883866583077
7219,7.75,10.0,2.340807040717488
7220,7.75,10.0,2.340807040717488
7221,1.0,1.0,0.7602118147070979
7222,0.5,0.5,0.49396408965718164
7223,0.5,3.5,1.455577995951743
7224,2.5,2.5,1.4196869563844403
7225,2.5,1.0,1.1915094157333956
7226,2.5,1.0,1.1915094157333956
7227,9.5,10.0,2.233428695324769
7228,8.5,7.0,1.9353218161423196
7229,1.0,1.0,0.7602118147070979
7230,8.5,14.0,2.633592519546751
7231,8.5,14.0,2.633592519546751
7232,51.25,21.0,3.1249910938934504
7233,51.25,21.0,3.1249910938934504
7234,12.0,35.0,3.255977218541605
7235,16.0,7.0,2.030760100628916
7236,1.5,1.5,1.028963807749495
7237,3.5,3.5,1.455577995951743
7238,28.75,50.0,3.268087009828847
7239,28.75,50.0,3.268087009828847
7240,1.0,1.0,0.7602118147070979
7241,0.5,0.5,0.7457076093045539
7242,7.0,7.0,1.9993656709248866
7243,8.0,1.5,2.3693450145304693
7244,8.0,1.5,2.3693450145304693
7245,8.0,1.5,2.3693450145304693
7246,8.0,1.5,2.3693450145304693
7247,8.0,1.5,2.3693450145304693
7248,8.0,1.5,2.3693450145304693
7249,20.0,7.0,2.0461392292737512
7250,1.0,1.0,0.7856267151444504
7251,1.0,1.0,0.7856267151444504
7252,15.75,10.0,2.2833786227641957
7253,15.75,10.0,2.2833786227641957
7254,15.75,10.0,2.2833786227641957
7255,0.5,0.5,0.4598189460227821
7256,2.5,2.5,1.4196869563844403
7257,3.0,2.5,1.4196869563844403
7258,2.5,14.0,2.604606248898302
7259,17.75,14.0,2.604606248898302
7260,7.0,7.0,1.9993656709248866
7261,7.0,7.0,1.9993656709248866
7262,1.5,7.0,2.1388470152840986
7263,2.75,14.0,2.603282138779582
7264,3.5,3.0,1.444011462900371
7265,3.5,3.0,1.444011462900371
7266,2.1,2.1,1.585091216960748
7267,3.5,35.0,3.2090316604287334
7268,0.75,1.0,0.7700883866583077
7269,5.0,2.0,1.5641227563566151
7270,5.0,2.0,1.5641227563566151
7271,5.0,2.0,1.5641227563566151
7272,3.5,3.5,1.455577995951743
7273,5.0,14.0,2.639829503766655
7274,1.0,1.0,1.0936706448864824
7275,2.0,5.0,1.9351638509472742
7276,23.5,14.0,2.574502668393105
7277,23.5,14.0,2.574502668393105
7278,13.5,21.0,2.842891570690112
7279,13.5,21.0,2.842891570690112
7280,1.5,1.5,1.0133638239732627
7281,1.0,4.0,1.6649231862093312
7282,6.0,21.0,3.0270118461566224
7283,56.1,30.0,3.1966117421421396
7284,56.1,30.0,3.1966117421421396
7285,6.75,5.0,1.9351638509472742
7286,3.0,3.0,1.444011462900371
7287,6.0,1.5,2.3693450145304693
7288,6.0,1.5,2.3693450145304693
7289,6.0,1.5,2.3693450145304693
7290,6.0,1.5,2.3693450145304693
7291,6.0,1.5,2.3693450145304693
7292,6.0,1.5,2.3693450145304693
7293,27.25,35.0,3.255977218541605
7294,27.25,35.0,3.255977218541605
7295,5.0,35.0,3.255977218541605
7296,3.5,3.5,1.6181027634551153
7297,280.15,100.0,4.201410494487925
7298,280.15,100.0,4.201410494487925
7299,280.15,100.0,4.201410494487925
7300,1.0,2.0,1.1648629314888959
7301,16.5,14.0,2.6330572673642783
7302,16.5,14.0,2.6330572673642783
7303,0.5,0.5,0.4598189460227821
7304,4.25,2.0,1.1648629314888959
7305,24.75,14.0,2.6459287411256103
7306,24.75,14.0,2.6459287411256103
7307,24.75,14.0,2.6459287411256103
7308,24.75,14.0,2.6459287411256103
7309,43.25,7.0,2.1388470152840986
7310,43.25,7.0,2.1388470152840986
7311,43.25,7.0,2.1388470152840986
7312,43.25,7.0,2.1388470152840986
7313,43.25,7.0,2.1388470152840986
7314,43.25,7.0,2.1388470152840986
7315,43.25,7.0,2.1388470152840986
7316,3.0,1.5,1.5641227563566151
7317,3.0,1.5,1.5641227563566151
7318,3.75,4.0,1.641533168740134
7319,1.0,1.0,0.7700883866583077
7320,0.5,0.5,0.47296772133653614
7321,5.0,7.0,2.1388470152840986
7322,0.5,1.0,0.7700883866583077
7323,562.7,2.0,1.5775712749714415
7324,562.7,2.0,1.5775712749714415
7325,562.7,2.0,1.5775712749714415
7326,1.0,1.0,0.826605299719946
7327,3.5,3.5,1.455577995951743
7328,0.75,0.75,0.7447708208280488
7329,21.25,14.0,2.6459287411256103
7330,21.25,14.0,2.6459287411256103
7331,42.25,35.0,3.2090316604287334
7332,6.5,7.0,2.1388470152840986
7333,57.5,21.0,3.0633163542449973
7334,16.5,7.0,2.1388470152840986
7335,16.5,7.0,2.1388470152840986
7336,77.0,47.5,3.1890792493973477
7337,77.0,35.0,3.1890792493973477
7338,77.0,35.0,3.1890792493973477
7339,77.0,35.0,3.1890792493973477
7340,26.5,22.5,3.0633163542449973
7341,70.0,30.0,3.1661218347867126
7342,70.0,30.0,3.1661218347867126
7343,70.0,30.0,3.1661218347867126
7344,2.0,3.0,1.444011462900371
7345,2.0,1.0,0.8125780496672688
7346,10.5,5.0,1.945080651344057
7347,10.5,5.0,1.945080651344057
7348,3.2,5.0,1.9351638509472742
7349,0.5,0.5,0.4598189460227821
7350,2.25,5.0,1.9351638509472742
7351,2.25,5.0,1.9351638509472742
7352,3.5,2.0,1.1542793717697162
7353,0.5,0.5,0.4573019907003483
7354,137.7,56.0,3.823013866912995
7355,137.7,56.0,3.823013866912995
7356,2.25,2.0,1.1648629314888959
7357,254.17,260.0,4.24461618576411
7358,254.17,260.0,4.24461618576411
7359,25.1,35.0,3.197034222729763
7360,0.5,0.5,0.5411783351914901
7361,2.0,2.0,1.1648629314888959
7362,1.5,49.0,3.1032927995949544
7363,21.25,14.0,2.659242972097552
7364,21.25,14.0,2.659242972097552
7365,21.25,14.0,2.659242972097552
7366,21.25,14.0,2.659242972097552
7367,0.75,0.5,0.4573019907003483
7368,34.25,20.0,2.6950593789457855
7369,0.5,0.5,0.4573019907003483
7370,10.2,35.0,3.255977218541605
7371,10.2,35.0,3.255977218541605
7372,4.25,15.0,2.6076064026502017
7373,2.5,3.0,1.444011462900371
7374,2.5,3.0,1.444011462900371
7375,3.0,2.5,1.4196869563844403
7376,17.5,20.0,2.6948157154346073
7377,4.5,3.0,1.444011462900371
7378,3.0,3.0,1.4530110993933656
7379,1.25,1.0,0.826605299719946
7380,26.0,21.0,3.0606847345979116
7381,26.0,21.0,3.0606847345979116
7382,2.0,2.0,1.1542793717697162
7383,2.0,2.0,1.1598465074318431
7384,7.0,7.0,1.9993656709248866
7385,2.5,2.0,1.1648629314888959
7386,1.0,3.0,1.5593724497933303
7387,4.75,3.0,1.4530110993933656
7388,1.5,2.0,1.1648629314888959
7389,1.5,2.0,1.1648629314888959
7390,2.5,2.5,1.4196869563844403
7391,28.75,14.0,2.671579193676412
7392,0.5,0.5,0.4598189460227821
7393,53.5,14.0,2.6552865033165345
7394,53.5,14.0,2.6552865033165345
7395,0.75,0.75,0.7546473927792586
7396,11.0,7.0,2.0461392292737512
7397,1.25,1.0,0.8239923913325232
7398,3.5,3.5,1.455577995951743
7399,21.0,21.0,3.0606847345979116
7400,0.25,0.25,0.25124523779931296
7401,1.0,1.0,0.7602118147070979
7402,0.5,0.5,0.4598189460227821
7403,2.0,5.0,1.9351638509472742
7404,1.5,1.5,1.5775712749714415
7405,1.5,1.5,1.0133638239732627
7406,15.5,21.0,3.045404857741201
7407,30.0,49.0,3.065923112589217
7408,30.0,49.0,3.065923112589217
7409,30.0,49.0,3.065923112589217
7410,0.55,1.0,0.7602118147070979
7411,2.75,5.0,1.9351638509472742
7412,5.0,3.0,1.4530110993933656
7413,1.5,1.5,1.0133638239732627
7414,2.5,3.5,1.455577995951743
7415,5.5,2.5,1.4196869563844403
7416,5.5,2.5,1.4196869563844403
7417,4.5,1.0,0.7830138067570276
7418,0.5,1.0,0.7700883866583077
7419,3.0,7.0,2.0390503081130684
7420,1.75,2.0,1.1648629314888959
7421,5.5,14.0,2.633592519546751
7422,7.0,7.0,1.9993656709248866
7423,2.5,2.5,1.4196869563844403
7424,1.5,1.5,1.028963807749495
7425,1.25,1.0,0.7700883866583077
7426,0.1,1.0,0.7602118147070979
7427,1.25,1.0,0.7700883866583077
7428,33.75,14.0,2.6459287411256103
7429,33.75,14.0,2.6459287411256103
7430,4.75,7.0,1.9863604302019569
7431,2.5,3.0,1.444011462900371
7432,6.0,14.0,2.639829503766655
7433,1.0,1.0,0.8189392644445461
7434,7.0,7.0,1.9993656709248866
7435,6.75,14.0,2.567541026840971
7436,12.5,3.0,1.444011462900371
7437,3.0,14.0,2.545435802197398
7438,1.0,1.0,0.7602118147070979
7439,3.0,3.5,1.455577995951743
7440,30.0,48.0,3.1895757045223867
7441,2.5,2.5,1.4196869563844403
7442,1.0,1.0,0.826605299719946
7443,2.0,28.0,3.010972972323179
7444,4.5,30.0,3.190179559524456
7445,27.0,14.0,2.6459287411256103
7446,0.6,1.0,0.8189392644445461
7447,14.0,30.0,3.190179559524456
7448,14.0,30.0,3.190179559524456
7449,14.0,30.0,3.190179559524456
7450,2.0,2.0,1.585091216960748
7451,5.0,1.0,1.6702791870204556
7452,5.0,1.0,1.6702791870204556
7453,5.0,1.0,1.6702791870204556
7454,5.0,1.0,1.6702791870204556
7455,5.0,1.0,1.6702791870204556
7456,29.5,21.0,3.0270118461566224
7457,3.0,30.0,2.8449236739650194
7458,1.0,1.0,0.8189392644445461
7459,8.5,10.0,2.296592222528683
7460,4.5,14.0,2.6330572673642783
7461,0.5,0.5,0.4598189460227821
7462,8.25,7.0,2.1164997474774103
7463,8.25,7.0,2.1164997474774103
7464,2.5,4.0,1.6649231862093312
7465,2.0,2.5,1.4196869563844403
7466,1.5,1.5,1.028963807749495
7467,4.5,7.0,2.1388470152840986
7468,4.5,7.0,2.1388470152840986
7469,4.75,3.0,1.4530110993933656
7470,4.75,3.0,1.4530110993933656
7471,4.75,3.0,1.4530110993933656
7472,2.5,3.0,1.444011462900371
7473,3.0,2.5,1.4196869563844403
7474,3.0,2.5,1.4196869563844403
7475,28.25,30.0,3.156506671083166
7476,1.5,1.5,1.0239473836924422
7477,31.0,21.0,3.245814282702858
7478,12.5,21.0,3.245814282702858
7479,7.0,7.0,1.9993656709248866
7480,0.5,0.5,0.4598189460227821
7481,9.0,7.0,1.9700872780985212
7482,0.5,0.5,0.4598189460227821
7483,14.75,48.0,3.1895757045223867
7484,14.75,48.0,3.1895757045223867
7485,10.75,20.0,2.730215575831844
7486,3.5,2.0,1.1648629314888959
7487,3.5,2.0,1.1648629314888959
7488,1.5,1.0,0.826605299719946
7489,2.5,3.0,1.4530110993933656
7490,2.0,20.0,2.655521270669408
7491,342.58,50.0,3.379559084794309
7492,3.0,2.0,1.1598465074318431
7493,2.5,3.0,1.5055215907738633
7494,0.75,0.75,0.7546473927792586
7495,2.0,7.0,2.1935617359128408
7496,3.0,7.0,1.9168894576489763
7497,3.0,7.0,1.9168894576489763
7498,3.0,7.0,1.9168894576489763
7499,20.83,7.0,1.9353218161423196
7500,20.83,7.0,1.9353218161423196
7501,20.83,7.0,1.9353218161423196
7502,3.5,2.0,1.1542793717697162
7503,3.5,2.0,1.1542793717697162
7504,1.0,1.0,0.7602118147070979
7505,3.5,3.5,1.455577995951743
7506,1.0,3.0,1.4530110993933656
7507,11.75,5.0,1.9351638509472742
7508,0.75,1.0,0.8189392644445461
7509,1.5,1.5,1.0133638239732627
7510,2.0,2.0,1.1492629477126635
7511,18.25,50.0,3.268087009828847
7512,109.25,100.0,4.225222524365732
7513,109.25,100.0,4.225222524365732
7514,6.25,10.0,2.0015142788476017
7515,6.25,10.0,2.0015142788476017
7516,1.5,2.5,1.4196869563844403
7517,0.33,0.5,0.4598189460227821
7518,13.83,1.0,0.7700883866583077
7519,13.83,1.0,0.7700883866583077
7520,13.83,1.0,0.7700883866583077
7521,2.5,3.0,1.4530110993933656
7522,6.5,7.0,2.030760100628916
7523,7.0,7.0,1.9993656709248866
